Director,Writer1,Writer2,Actor1,Actor2,Actor3,TotalAwards,Series,TomatoRev,AudienceRev,Income,Genre1,Genre2,Genre3,Label
Liliana Cavani,Charles McKeown,Liliana Cavani,Ray Winstone,John Malkovich,Uwe Mansshardt,3,N,96,67, ,Crime,Drama,Mystery,no
Sam Mendes,Max Allan Collins,Richard Piers Rayner,Tyler Hoechlin,Rob Maxey,Liam Aiken,96,N,81,86,1.04054514E8,Crime,Drama,History,no
Dylan Kidd,Dylan Kidd, ,Campbell Scott,Jesse Eisenberg,Isabella Rossellini,26,N,88,76,1169941.0,Comedy,Drama, ,no
John Lee Hancock,Mike Rich, ,Dennis Quaid,Rachel Griffiths,Jay Hernandez,9,N,83,70,7.5456736E7,Drama,Family,Sport,no
D.J. Caruso,Tony Gayton, ,Val Kilmer,Vincent D'Onofrio,Adam Goldberg,1,N,62,83,626750.0,Crime,Drama,Mystery,no
Michael Lembeck,Don Rhymer,Cinco Paul,Tim Allen,Elizabeth Mitchell,David Krumholtz,4,N,55,42,1.39225854E8,Comedy,Family,Fantasy,no
Alan Rudolph,Jane Smiley,Craig Lucas,Campbell Scott,Denis Leary,Robin Tunney,9,N,85,57,3637833.0,Drama, , ,no
Steven Shainberg,Erin Cressida Wilson,Mary Gaitskill,James Spader,Maggie Gyllenhaal,Jeremy Davies,41,N,75,82,3806471.0,Comedy,Drama,Romance,no
Lindy Heymann,Christian Taylor,Lindy Heymann,Christian Taylor,Lindy Heymann,Joe Daley,2,N,73,33, ,Comedy,Drama, ,no
M. Night Shyamalan,M. Night Shyamalan, ,Mel Gibson,Joaquin Phoenix,Rory Culkin,33,N,74,67,2.27935522E8,Drama,Mystery,Sci-Fi,no
Steven Soderbergh,Stanislaw Lem,Steven Soderbergh,George Clooney,Natascha McElhone,Viola Davis,13,N,66,59,1.4780776E7,Drama,Mystery,Romance,no
Sam Raimi,Stan Lee,Steve Ditko,Tobey Maguire,Willem Dafoe,Kirsten Dunst,72,N,89,67,4.03706375E8,Action,Adventure, ,no
Kelly Asbury,John Fusco, ,Matt Damon,James Cromwell,Daniel Studi,29,N,69,76,7.321531E7,Animation,Adventure,Family,no
Rob Minkoff,E.B. White,Douglas Wick,Michael J. Fox,Geena Davis,Hugh Laurie,5,N,81,41,6.4736114E7,Animation,Adventure,Comedy,no
Phil Alden Robinson,Tom Clancy,Paul Attanasio,Ian Mongrain,Russell Bobbitt,James Cromwell,6,N,59,49,1.1847132E8,Action,Drama,Thriller,no
John Sayles,John Sayles, ,Alex Lewis,Alan King,Cullen Douglas,10,N,80,56,2836157.0,Drama,Romance, ,no
Louis Leterrier,Luc Besson,Robert Mark Kamen,Jason Statham,Qi Shu,Matt Schulze,0,N,54,73,2.5221889E7,Action,Crime,Thriller,no
Ron Clements,Robert Louis Stevenson,Ron Clements,Roscoe Lee Browne,Corey Burton,Dane A. Davis,15,N,69,70,3.8120554E7,Animation,Adventure,Family,no
Jay Russell,Natalie Babbitt,Jeffrey Lieber,Alexis Bledel,William Hurt,Sissy Spacek,4,N,61,70,1.9032871E7,Drama,Romance,Family,no
Malcolm D. Lee,John Ridley,John Ridley,Eddie Griffin,Chris Kattan,Denise Richards,8,N,77,64,3.8230435E7,Action,Comedy, ,no
Randall Wallace,Harold G. Moore,Joseph L. Galloway,Mel Gibson,Madeleine Stowe,Greg Kinnear,7,N,63,84,7.8064284E7,Action,Drama,History,no
Anthony Russo,Anthony Russo,Joe Russo,William H. Macy,Isaiah Washington,Sam Rockwell,1,N,54,56,75180.0,Comedy,Crime, ,no
Peter Kosminsky,Janet Fitch,Mary Agnes Donoghue,Amy Aquino,John Billingsley,Elisa Bocanegra,10,N,70,81,1.6297019E7,Drama, , ,no
Cathy Malkasian,Arlene Klasky,Gabor Csupo,Lacey Chabert,Tom Kane,Cree Summer,11,N,80,50,3.976644E7,Adventure,Animation,Family,no
Greg Marcks,Greg Marcks, ,Henry Thomas,Blake Heron,Barbara Hershey,6,N,92,76, ,Comedy,Crime,Drama,no
Alejandro G. Iñárritu,Guillermo Arriaga, ,Sean Penn,Naomi Watts,Danny Huston,102,N,80,86,1.616292E7,Drama, , ,no
Yves Simoneau,Tim Metcalfe, ,Michael Madsen,Ron Livingston,Ray Baker,4,N,N/A,58, ,Action,Crime,Drama,no
Ron Krauss,J.S. Cardone,Boaz Davidson,James Spader,Janine Eser,John Lynch,0,N,N/A,14, ,Action,Adventure,Sci-Fi,no
David Gordon Green,David Gordon Green,Paul Schneider,Paul Schneider,Zooey Deschanel,Shea Whigham,14,N,71,78, ,Drama,Romance, ,no
Shari Springer Berman,Harvey Pekar,Joyce Brabner,Chris Ambrose,Joey Krajcar,Josh Hutcherson,79,N,94,86,5977550.0,Biography,Comedy,Drama,no
Jesse Dylan,Adam Herz,Adam Herz,Jason Biggs,Seann William Scott,Alyson Hannigan,9,N,54,63,1.04354205E8,Comedy,Romance, ,no
Mario Van Peebles,Melvin Van Peebles,Mario Van Peebles,Mario Van Peebles,Joy Bryant,T.K. Carter,13,N,91,84,300000.0,Biography,Drama, ,no
Terry Zwigoff,Glenn Ficarra,John Requa,Billy Bob Thornton,Tony Cox,Brett Kelly,13,N,78,75, ,Comedy,Crime,Drama,no
Tim Burton,Daniel Wallace,John August,Ewan McGregor,Albert Finney,Billy Crudup,64,N,77,89,6.6257002E7,Adventure,Drama,Fantasy,yesComedy
John Murlowski,John Murlowski,Will Aldis,Randy Quaid,Shane Johnson,Josh Hammond,0,N,N/A,36, ,Horror,Thriller, ,no
Michael Haussman,F. Paul Benz,Steve Tomlin,Val Kilmer,Neve Campbell,Sam Shepard,0,N,N/A,31, ,Drama,Mystery,Thriller,no
LeVar Burton,Agnes Bristow,Leif Bristow,Paul Bates,Brenda Blethyn,Brittany Bristow,7,N,60,53, ,Comedy,Family, ,no
Noah Buschel,Noah Buschel, ,Adrian Grenier,Paz de la Huerta,Merritt Wever,1,N,N/A,31, ,Drama,Mystery,Romance,no
Todd Graff,Todd Graff, ,Daniel Letterle,Joanna Chilcoat,Robin de Jesus,6,N,63,68,1566968.0,Comedy,Musical,Drama,no
Marleen Gorris,Katherine Fugate, ,Julia Stiles,Shirley MacLaine,Alessandro Nivola,0,N,N/A,58, ,Comedy,Drama,Romance,no
John Sayles,John Sayles, ,Angelina Peláez,Lizzie Curry Martinez,Vanessa Martinez,1,N,58,50,312136.0,Drama, , ,no
Jim Jarmusch,Jim Jarmusch, ,Roberto Benigni,Steven Wright,Joie Lee,9,N,65,75,1971135.0,Comedy,Drama,Music,no
Anthony Minghella,Charles Frazier,Anthony Minghella,Jude Law,Nicole Kidman,Renée Zellweger,110,N,71,77, ,Adventure,Drama,History,yesDrama
Robert Altman,Neve Campbell,Barbara Turner,Neve Campbell,Malcolm McDowell,James Franco,2,N,71,49, ,Drama,Music,Romance,no
James Foley,Doug Jung, ,Edward Burns,Rachel Weisz,Morris Chestnut,0,N,70,70,1.2148629E7,Crime,Thriller, ,no
Wayne Kramer,Frank Hannah,Wayne Kramer,William H. Macy,Alec Baldwin,Maria Bello,35,N,77,70,8179538.0,Crime,Drama,Fantasy,no
Nisha Ganatra,Sabrina Dhawan, ,Roshan Seth,Carol Kane,Madhur Jaffrey,0,N,N/A,N/A, ,Drama,Romance, ,no
Joel Viertel,Alek Lev,Mora Stephens,Kip Pardue,Tara Reid,Meredith Baxter,0,N,N/A,39, ,Drama,Thriller, ,no
Dieudonné,Dieudonné, ,Dieudonné,Brigitte Tanguy, ,0,N,N/A,N/A, ,Comedy, , ,no
Peyton Reed,Eve Ahlert,Dennis Drake,Renée Zellweger,Ewan McGregor,Sarah Paulson,11,N,100,N/A, ,Comedy,Romance, ,no
Gus Van Sant,Gus Van Sant, ,Alex Frost,Eric Deulen,John Robinson,19,N,72,79,1189207.0,Crime,Drama,Thriller,no
Jon Favreau,David Berenbaum, ,Will Ferrell,James Caan,Bob Newhart,9,N,84,78,1.734E8,Comedy,Family,Fantasy,no
Andrew Stanton,Andrew Stanton,Andrew Stanton,Albert Brooks,Ellen DeGeneres,Alexander Gould,105,N,99,86,3.8052937E8,Animation,Adventure,Comedy,yesComedy
Alex Kendrick,Alex Kendrick,Stephen Kendrick,Rosetta Harris Armstrong,Lisa Arnold,Blake Bailey,7,N,N/A,81, ,Drama, , ,no
Mark Waters,Mary Rodgers,Heather Hach,Jamie Lee Curtis,Lindsay Lohan,Mark Harmon,15,N,88,57,1.10180505E8,Comedy,Family,Fantasy,no
Migel Delgado,James Ricardo, ,Jon Jacobs,Charlotte Lewis,Tina Wiseman,0,N,N/A,68, ,Comedy,Drama,Music,no
Andrew Davis,Louis Sachar,Louis Sachar,Sigourney Weaver,Jon Voight,Tim Blake Nelson,12,N,77,76,6.7325559E7,Adventure,Comedy,Drama,no
Vadim Perelman,Andre Dubus III,Vadim Perelman,Jennifer Connelly,Ben Kingsley,Ron Eldard,52,N,75,83,1.2924917E7,Drama, , ,no
Ang Lee,Stan Lee,Jack Kirby,Eric Bana,Jennifer Connelly,Sam Elliott,12,N,61,29,1.32122995E8,Action,Sci-Fi, ,no
James Mangold,Michael Cooney, ,John Cusack,Ray Liotta,Amanda Peet,9,N,62,75,5.1475962E7,Mystery,Thriller, ,no
Joel Coen,Robert Ramsey,Matthew Stone,George Clooney,Catherine Zeta-Jones,Geoffrey Rush,3,N,75,48,3.509619E7,Comedy,Crime,Romance,no
F. Gary Gray,Troy Kennedy-Martin,Donna Powers,Mark Wahlberg,Charlize Theron,Donald Sutherland,14,N,73,80,1.05996316E8,Action,Crime,Thriller,no
Shawn Levy,Sam Harper, ,Ashton Kutcher,Brittany Murphy,Christian Kane,9,N,N/A,41, ,Comedy,Romance, ,no
Edward Zwick,John Logan,John Logan,Ken Watanabe,Tom Cruise,William Atherton,77,N,66,83,1.11E8,Action,Drama,History,no
Joe Dante,Larry Doyle, ,Brendan Fraser,Jenna Elfman,Steve Martin,9,N,57,50,2.1E7,Animation,Adventure,Comedy,no
Peter Jackson,J.R.R. Tolkien,Fran Walsh,Noel Appleby,Ali Astin,Sean Astin,298,N,95,86,3.64E8,Adventure,Drama,Fantasy,yesDrama
Sofia Coppola,Sofia Coppola, ,Scarlett Johansson,Bill Murray,Akiko Takeshita,212,N,95,86,4.4566004E7,Drama, , ,yesComedy
Bobby Roth,Bobby Roth, ,Nestor Carbonell,John Ritter,Janeane Garofalo,2,N,N/A,50, ,Drama, , ,no
Peter Weir,Patrick O'Brian,Peter Weir,Russell Crowe,Paul Bettany,James D'Arcy,103,N,85,80,9.21E7,Action,Adventure,Drama,yesDrama
Ridley Scott,Eric Garcia,Nicholas Griffin,Nicolas Cage,Sam Rockwell,Alison Lohman,3,N,82,74,3.6873198E7,Crime,Drama,Thriller,no
Lana Wachowski,Lilly Wachowski,Lana Wachowski,Ray Anthony,Christine Anu,Andy Arness,29,N,73,72,2.815E8,Action,Sci-Fi, ,no
Christopher Guest,Christopher Guest,Eugene Levy,Jim Moret,Stuart Luce,Mary Gross,39,N,88,75,1.7475811E7,Comedy,Music, ,no
Ron Howard,Thomas Eidson,Ken Kaufman,Tommy Lee Jones,Cate Blanchett,Evan Rachel Wood,10,N,58,50,2.69E7,Adventure,Thriller,Western,no
Patty Jenkins,Patty Jenkins, ,Charlize Theron,Christina Ricci,Bruce Dern,50,N,82,81,3.4187787E7,Biography,Crime,Drama,no
Michael Davis,Michael Davis, ,Eric Jungmann,Justin Urich,Aimee Brooks,0,N,60,49, ,Adventure,Comedy,Horror,no
Clint Eastwood,Brian Helgeland,Dennis Lehane,Sean Penn,Tim Robbins,Kevin Bacon,186,N,87,89,8.88E7,Crime,Drama,Mystery,yesDrama
Paul Goldman,Peter Clifton,Michael Thomas,Dennis Hopper,Melanie Griffith,Portia de Rossi,4,N,N/A,34, ,Biography,Comedy,Drama,no
Todd Phillips,Court Crandall,Todd Phillips,Luke Wilson,Will Ferrell,Vince Vaughn,5,N,60,86,7.4608545E7,Comedy, , ,no
Robert Rodriguez,Robert Rodriguez, ,Antonio Banderas,Salma Hayek,Johnny Depp,7,N,68,64,5.59E7,Action,Thriller, ,no
Kevin Costner,Lauran Paine,Craig Storper,Robert Duvall,Kevin Costner,Annette Bening,5,N,79,83,5.8260046E7,Drama,Romance,Western,no
Chris Kentis,Chris Kentis, ,Blanchard Ryan,Daniel Travis,Saul Stein,8,N,72,32,3.0500882E7,Adventure,Biography,Drama,no
Carl Franklin,David Collard, ,Denzel Washington,Eva Mendes,Sanaa Lathan,11,N,N/A,N/A, ,Crime,Drama,Romance,no
Pauly Shore,Kirk Fox,Pauly Shore,Ashley L. Anderson,Pamela Anderson,Camille Anderson,1,N,57,28, ,Comedy, , ,no
P.J. Hogan,J.M. Barrie,P.J. Hogan,Jason Isaacs,Jeremy Sumpter,Rachel Hurd-Wood,15,N,77,74,4.841785E7,Adventure,Family,Fantasy,no
Peter Hedges,Peter Hedges, ,Katie Holmes,Derek Luke,Oliver Platt,37,N,84,73,2400000.0,Comedy,Drama, ,no
Francis Glebas,Brian Hohlfeld,A.A. Milne,John Fiedler,Jim Cummings,Andre Stojka,1,N,71,64,2.3073611E7,Animation,Adventure,Family,no
Gore Verbinski,Ted Elliott,Terry Rossio,Johnny Depp,Geoffrey Rush,Orlando Bloom,124,N,79,86,3.05343252E8,Action,Adventure,Fantasy,no
Alex Steyermark,Cheri Lovedog,Robin Shushan,Gina Gershon,Drea de Matteo,Lori Petty,0,N,55,63, ,Drama,Music, ,no
John Mackenzie,Desmond Lowden,Timothy Prager,Michael Keaton,Michael Caine,Judith Godrèche,0,N,N/A,19, ,Drama,Crime,Thriller,no
Gary Fleder,John Grisham,Brian Koppelman,John Cusack,Gene Hackman,Dustin Hoffman,3,N,72,75,4.923811E7,Drama,Thriller, ,no
Peter Berg,R.J. Stewart,R.J. Stewart,Dwayne Johnson,Seann William Scott,Rosario Dawson,5,N,70,66,4.7592825E7,Action,Adventure,Comedy,no
Richard Linklater,Mike White, ,Jack Black,Adam Pascal,Lucas Papaelias,26,N,92,64,8.12E7,Comedy,Music, ,no
Gary Ross,Laura Hillenbrand,Gary Ross,David McCullough,Jeff Bridges,Paul Vincent O'Connor,49,N,77,76,1.20147445E8,Drama,History,Sport,yesDrama
Tim McCanlies,Tim McCanlies, ,Michael Caine,Robert Duvall,Haley Joel Osment,6,N,59,84,4.140747E7,Comedy,Drama,Family,no
David Dobkin,Alfred Gough,Miles Millar,Jackie Chan,Owen Wilson,Aaron Taylor-Johnson,4,N,66,54,6.0447592E7,Action,Adventure,Comedy,no
Billy Ray,Buzz Bissinger,Billy Ray,Hayden Christensen,Peter Sarsgaard,Chloë Sevigny,39,N,91,79,2105024.0,Drama,History, ,no
Moon-saeng Kim,Michael Keyes,Moon-saeng Kim,Andrew Ableson,Cathy Cavadini,Joon-ho Chung,2,N,55,69, ,Action,Fantasy,Animation,no
Nancy Meyers,Nancy Meyers, ,Jack Nicholson,Diane Keaton,Keanu Reeves,20,N,71,69,1.214E8,Comedy,Drama,Romance,no
Tom McCarthy,Tom McCarthy, ,Peter Dinklage,Paul Benjamin,Jase Blankfort,60,N,95,89, ,Comedy,Drama, ,no
Bobby Farrelly,Charles B. Wessler,Bennett Yellin,Matt Damon,Greg Kinnear,Eva Mendes,2,N,N/A,N/A, ,Comedy, , ,no
Jonathan Mostow,James Cameron,Gale Anne Hurd,Arnold Schwarzenegger,Nick Stahl,Claire Danes,19,N,70,46,1.50252753E8,Action,Sci-Fi, ,no
David Moreton,James Robert Baker,Dennis Hensley,David Sutcliffe,Celina Font,Antonio Sabato Jr.,0,N,N/A,25, ,Comedy,Drama,Romance,no
Catherine Hardwicke,Catherine Hardwicke,Nikki Reed,Nikki Reed,Evan Rachel Wood,Vanessa Hudgens,60,N,81,77,4500238.0,Drama, , ,no
Sean McGinly,Sean McGinly,Karl Wiedergott,Adam Scott,Karl Wiedergott,Mark Phinney,0,N,N/A,45, ,Drama, , ,no
Audrey Wells,Frances Mayes,Audrey Wells,Diane Lane,Sandra Oh,Lindsay Duncan,5,N,62,79,4.3452354E7,Comedy,Drama,Romance,no
Joel Schumacher,Carol Doyle,Carol Doyle,Cate Blanchett,Gerard McSorley,Ciarán Hinds,17,N,53,70, ,Biography,Crime,Drama,no
Glen Morgan,Glen Morgan,Gilbert Ralston,Crispin Glover,R. Lee Ermey,Laura Harring,5,N,64,51,6779751.0,Drama,Horror,Sci-Fi,no
Gary Winick,Josh Goldsmith,Cathy Yuspa,Jennifer Garner,Mark Ruffalo,Judy Greer,11,N,64,71,5.46E7,Comedy,Fantasy,Romance,no
John Lee Hancock,Leslie Bohem,Stephen Gaghan,Dennis Quaid,Billy Bob Thornton,Jason Patric,1,N,N/A,N/A, ,Drama,History,War,no
Adam McKay,Will Ferrell,Adam McKay,Will Ferrell,Christina Applegate,Paul Rudd,12,N,66,86,8.4136909E7,Comedy, , ,no
Niels Mueller,Kevin Kennedy,Niels Mueller,Sean Penn,Naomi Watts,Don Cheadle,6,N,68,69,578554.0,Biography,Drama, ,no
Martin Scorsese,John Logan, ,Leonardo DiCaprio,Cate Blanchett,Kate Beckinsale,194,N,87,79,1.02563679E8,Biography,Drama,History,yesDrama
Kevin Rodney Sullivan,Mark Brown,Don D. Scott,Ice Cube,Cedric the Entertainer,Sean Patrick Thomas,12,N,68,48,6.4955956E7,Comedy,Drama, ,no
Richard Linklater,Richard Linklater,Julie Delpy,Ethan Hawke,Julie Delpy,Vernon Dobtcheff,37,N,95,91,5600000.0,Drama,Romance, ,no
István Szabó,W. Somerset Maugham,Ronald Harwood,Michael Gambon,Annette Bening,Leigh Lawson,27,N,76,73,7652647.0,Comedy,Drama,Romance,no
Alan Brown,Alan Brown, ,Frances O'Connor,Simon Baker,Gregory Smith,1,N,N/A,39, ,Comedy,Drama, ,no
Paul Greengrass,Robert Ludlum,Tony Gilroy,Matt Damon,Franka Potente,Brian Cox,26,N,81,90,1.7604913E8,Action,Mystery,Thriller,no
Rodney Evans,Rodney Evans, ,Anthony Mackie,Lawrence Gilliard Jr.,Duane Boutte,17,N,76,72, ,Drama, , ,no
David R. Ellis,Larry Cohen,Chris Morgan,Caroline Aaron,Kim Basinger,Brenda Ballard,2,N,55,59,3.200362E7,Action,Crime,Thriller,no
Andy Cadiff,Derek Guiley,David Schneiderman,Mandy Moore,Stark Sands,Tony Jayawardena,5,N,N/A,N/A, ,Comedy,Romance, ,no
Robert C. Ramirez,Rhett Reese,Robert C. Ramirez,John Ritter,Wayne Brady,Grey Griffin,0,N,53,34,2782548.0,Animation,Family, ,no
Mike Nichols,Patrick Marber,Patrick Marber,Julia Roberts,Jude Law,Natalie Portman,66,N,68,81,3.3987757E7,Drama,Romance, ,yesDrama
Michael Mann,Stuart Beattie, ,Tom Cruise,Jamie Foxx,Jada Pinkett Smith,88,N,86,84,1.00003492E8,Crime,Drama,Thriller,no
Richard O'Sullivan,Dan Lashley,Richard O'Sullivan,Dan Lashley,Willie Repoley,Meredith Sause,0,N,N/A,N/A, ,Comedy, , ,no
Paul Haggis,Paul Haggis,Paul Haggis,Karina Arroyave,Dato Bakhtadze,Sandra Bullock,169,N,75,88,5.5382847E7,Crime,Drama,Thriller,no
Gregory Jacobs,Fabián Bielinsky,Gregory Jacobs,John C. Reilly,Diego Luna,Maggie Gyllenhaal,0,N,69,57,740056.0,Comedy,Crime,Drama,no
Zack Snyder,George A. Romero,James Gunn,Sarah Polley,Ving Rhames,Jake Weber,17,N,75,77,5.8885635E7,Action,Horror,Thriller,no
Edgar Wright,Simon Pegg,Edgar Wright,Simon Pegg,Kate Ashfield,Nick Frost,33,N,92,93,1.3464388E7,Comedy,Horror, ,no
John Waters,John Waters, ,Tracey Ullman,Johnny Knoxville,Selma Blair,1,N,N/A,N/A, ,Comedy, , ,no
Rawson Marshall Thurber,Rawson Marshall Thurber, ,Vince Vaughn,Christine Taylor,Ben Stiller,9,N,70,76,1.1417369E8,Comedy,Sport, ,no
Tod Williams,John Irving,Tod Williams,Elle Fanning,Jeff Bridges,Kim Basinger,9,N,67,65,3634359.0,Comedy,Drama, ,no
Zola Maseko,Jason Filardi, ,Taye Diggs,Gabriel Mann,Tumisho Masha,2,N,86,73, ,Thriller, , ,no
Michel Gondry,Charlie Kaufman,Michel Gondry,Jim Carrey,Kate Winslet,Gerry Robert Byrne,168,N,93,94,3.4126138E7,Drama,Fantasy,Romance,yesComedy
Jeff Schaffer,Alec Berg,David Mandel,Scott Mechlowicz,Jacob Pitts,Kristin Kreuk,2,N,N/A,10, ,Comedy, , ,no
Marc Forster,Allan Knee,David Magee,Johnny Depp,Kate Winslet,Julie Christie,98,N,83,87, ,Biography,Drama,Family,yesDrama
Peter Berg,Buzz Bissinger,David Aaron Cohen,Billy Bob Thornton,Lucas Black,Garrett Hedlund,7,N,81,85,6.06E7,Action,Drama,Sport,no
Zach Braff,Zach Braff, ,Zach Braff,Kenneth Graymez,George C. Wolfe,50,N,86,88,2.6706668E7,Comedy,Drama,Romance,no
Luke Greenfield,David Wagner,Brent Goldberg,Emile Hirsch,Elisha Cuthbert,Timothy Olyphant,6,N,55,69,1.4544008E7,Comedy,Drama,Romance,no
Danny Leiner,Jon Hurwitz,Hayden Schlossberg,John Cho,Ethan Embry,Rob Tinkler,3,N,74,80,1.8225165E7,Adventure,Comedy, ,no
Alfonso Cuarón,J.K. Rowling,Steve Kloves,Daniel Radcliffe,Richard Griffiths,Pam Ferris,58,N,91,86,2.49358727E8,Adventure,Family,Fantasy,no
Jeremy Kagan,Michael D'Antonio,Toni Ann Johnson,Liza Balkan,Jeremy Blackman,Jason Blicker,4,N,N/A,33, ,Drama, , ,no
Guillermo del Toro,Guillermo del Toro,Guillermo del Toro,Ron Perlman,John Hurt,Selma Blair,25,N,81,65,5.9035104E7,Action,Fantasy,Horror,no
Bryan Woods,Bryan Woods, ,Justin Marxen,Travis Shepherd,Shane Simmons,2,N,N/A,N/A, ,Drama,Thriller,Mystery,no
Will Finn,Will Finn,John Sanford,G.W. Bailey,Roseanne Barr,Bobby Block,5,N,54,28,4.9887802E7,Animation,Comedy,Family,no
Terry George,Keir Pearson,Terry George,Xolani Mali,Don Cheadle,Desmond Dube,61,N,90,94,2.34729E7,Drama,History,War,yesDrama
David O. Russell,David O. Russell,Jeff Baena,Jason Schwartzman,Isabelle Huppert,Dustin Hoffman,13,N,62,75,1.2711889E7,Comedy, , ,no
Brad Bird,Brad Bird, ,Craig T. Nelson,Holly Hunter,Samuel L. Jackson,114,N,N/A,N/A, ,Animation,Action,Adventure,yesComedy
Paul Weitz,Paul Weitz, ,Dennis Quaid,Topher Grace,Scarlett Johansson,9,N,83,54,4.5489752E7,Comedy,Drama,Romance,no
Lodge Kerrigan,Lodge Kerrigan, ,Damian Lewis,Abigail Breslin,Amy Ryan,7,N,82,70, ,Drama,Mystery,Thriller,no
Bill Condon,Bill Condon, ,Liam Neeson,Laura Linney,Chris O'Donnell,66,N,90,75,1.0214647E7,Biography,Drama,Romance,yesDrama
Greg Lombardo,Greg Lombardo,Neil Turitz,Scott Cohen,John Stamos,Annabeth Gish,0,N,N/A,38, ,Comedy, , ,no
Jay Russell,Lewis Colick, ,Joaquin Phoenix,John Travolta,Jacinda Barrett,7,N,N/A,N/A, ,Action,Drama,Thriller,no
Ethan Coen,Joel Coen,Ethan Coen,Tom Hanks,Irma P. Hall,Marlon Wayans,9,N,55,42, ,Comedy,Crime,Thriller,no
Jeff Nathanson,Steve Fishman,Jeff Nathanson,Matthew Broderick,Alec Baldwin,Toni Collette,0,N,61,31,376790.0,Comedy,Romance, ,no
Stephen Hopkins,Roger Lewis,Christopher Markus,Geoffrey Rush,Charlize Theron,Emily Watson,64,N,76,72, ,Biography,Comedy,Drama,no
Wes Anderson,Wes Anderson,Noah Baumbach,Bill Murray,Owen Wilson,Cate Blanchett,13,N,73,62, ,Adventure,Comedy,Drama,no
Jonathan Demme,Richard Condon,George Axelrod,Jeffrey Wright,Pablo Schreiber,Anthony Mackie,13,N,81,62,6.57E7,Drama,Mystery,Sci-Fi,no
Joshua Marston,Joshua Marston, ,Catalina Sandino Moreno,Virgina Ariza,Yenny Paola Vega,73,N,97,87,6517198.0,Crime,Drama, ,no
Jacob Estes,Jacob Estes, ,Rory Culkin,Ryan Kelley,Scott Mechlowicz,8,N,90,82,295919.0,Crime,Drama, ,no
Mark Waters,Rosalind Wiseman,Tina Fey,Lindsay Lohan,Rachel McAdams,Tina Fey,30,N,84,66,8.5974306E7,Comedy, , ,no
Michael Radford,William Shakespeare,Michael Radford,Al Pacino,Jeremy Irons,Joseph Fiennes,9,N,72,72,3300000.0,Drama,History,Romance,no
Woody Allen,Woody Allen, ,Wallace Shawn,Neil Pepe,Stephanie Roth Haberle,0,N,53,47,3727614.0,Comedy,Drama,Romance,no
Clint Eastwood,Paul Haggis,F.X. Toole,Clint Eastwood,Hilary Swank,Morgan Freeman,145,N,91,90,1.00422786E8,Drama,Sport, ,yesDrama
Anthony Wayne Pettus,Anthony Wayne Pettus, ,Graciella Evelina Martinez,Jennifer Goodrich,Nicole Turner,0,N,N/A,N/A, ,Sci-Fi, , ,no
Gavin O'Connor,Eric Guggenheim, ,Kurt Russell,Patricia Clarkson,Noah Emmerich,4,N,80,90,6.4329473E7,Biography,Drama,History,no
Walter Salles,Ernesto 'Che' Guevara,Alberto Granado,Gael García Bernal,Rodrigo De la Serna,Mía Maestro,79,N,84,92,1.6680023E7,Adventure,Biography,Drama,no
Charles Stone III,Eric Champnella,Keith Mitchell,Bernie Mac,Angela Bassett,Michael Rispoli,6,N,54,29,2.1772753E7,Comedy,Drama,Romance,no
Gregg Araki,Gregg Araki,Scott Heim,Chase Ellison,George Webster,Rachael Nastassja Kraft,13,N,85,89,508378.0,Drama, , ,no
Jared Hess,Jared Hess,Jerusha Hess,Jon Heder,Jon Gries,Aaron Ruell,32,N,71,74,4.4478018E7,Comedy, , ,no
Nick Cassavetes,Jeremy Leven,Jan Sardi,Tim Ivey,Gena Rowlands,Starletta DuPois,21,N,N/A,82, ,Drama,Romance, ,no
Steven Soderbergh,George Nolfi,George Clayton Johnson,Brad Pitt,Catherine Zeta-Jones,George Clooney,11,N,56,60,1.25402117E8,Crime,Thriller, ,no
Dylan Kidd,Helen Schulman,Helen Schulman,Laura Linney,Gabriel Byrne,Lois Smith,6,N,55,39,119241.0,Comedy,Drama,Fantasy,no
Joel Schumacher,Gaston Leroux,Andrew Lloyd Webber,Gerard Butler,Emmy Rossum,Patrick Wilson,44,N,32,84,5.1193556E7,Drama,Musical,Romance,yesComedy
Robert Zemeckis,Chris Van Allsburg,Robert Zemeckis,Tom Hanks,Leslie Zemeckis,Eddie Deezen,29,N,55,63,1.628E8,Animation,Adventure,Family,no
Shane Carruth,Shane Carruth, ,Shane Carruth,David Sullivan,Casey Gooden,10,N,71,80,392420.0,Drama,Sci-Fi,Thriller,no
Mary Pat Kelly,Mary Pat Kelly, ,Reggie Austin,Vernel Bagneris,Marcus Chait,1,N,N/A,23, ,Drama, , ,no
Taylor Hackford,Taylor Hackford,James L. White,Jamie Foxx,Kerry Washington,Regina King,105,N,81,87,7.5236415E7,Biography,Drama,Music,yesComedy
Brian Dannelly,Brian Dannelly,Michael Urban,Jena Malone,Mandy Moore,Macaulay Culkin,7,N,61,78,8786715.0,Comedy,Drama, ,no
Andrew Adamson,William Steig,Andrew Adamson,Mike Myers,Eddie Murphy,Cameron Diaz,66,N,88,69,4.36471036E8,Animation,Adventure,Comedy,no
Alexander Payne,Rex Pickett,Alexander Payne,Paul Giamatti,Thomas Haden Church,Virginia Madsen,203,N,96,78,7.1444367E7,Comedy,Drama,Romance,yesComedy
